,loss,min_data_in_leaf,num_leaves,feature_fraction,bagging_fraction,lambda_l1,lambda_l2,train_time
407,3.20105653857832,2,54,0.7040000000000001,0.948,0.38698175712830496,2.2872502353536586,1.5899192008655518
291,3.2028864053768364,6,64,0.68,0.9229999999999999,0.6812638149149559,3.5067966091479343,1.1538730130996555
236,3.2029307099922963,12,58,0.841,0.7609999999999999,1.7145211872023811,2.2783867887599536,1.0981718359980732
272,3.2030863381225627,13,62,0.898,0.586,1.2222227123133438,2.310162165363065,1.1918181281071156
275,3.2046719554997067,11,61,0.899,0.6940000000000001,0.6710965360849853,1.9293233579500784,1.2049749558791518
98,3.2051986142852456,18,56,0.774,0.541,0.4470437831410381,1.3878392998501925,0.9878107351250948
279,3.2053123986295518,12,60,0.7959999999999999,0.736,1.126064837283544,1.7122336948089183,1.3755729040130973
449,3.2055027001925174,5,60,0.784,0.9420000000000001,0.9132289583847804,3.4899975954868454,1.306301684118807
70,3.2059128991620063,12,57,0.741,0.27399999999999997,1.8285725817889045,2.5546384504245485,1.0118100082036108
224,3.2063845094435277,14,48,0.731,0.667,0.3317147557946931,1.7467909174400598,0.8378155289683491
145,3.2064230811728818,18,51,0.7829999999999999,0.581,0.667972274446184,1.5504948387613022,0.9039112830068916
345,3.207062446287198,2,47,0.718,0.9520000000000001,0.14731107263913967,5.14963897147116,0.9271777588874102
324,3.208019176553748,3,49,0.67,0.87,0.5214278924854158,3.976742911168633,0.974245375022292
189,3.2086964015348323,4,44,0.741,0.506,0.10938603054843332,0.7176196863478043,0.8575307761784643
161,3.2091736215565128,16,57,0.6890000000000001,0.495,0.6281456040689407,0.8094713345046594,0.9680213849060236
78,3.2095129845398294,10,57,0.866,0.539,1.734046048841336,0.3691623060441889,1.1127881749998778
394,3.209605133138621,1,54,0.5770000000000001,0.8390000000000001,0.5171319253085196,3.164636854108318,1.2720260100904852
434,3.2096479092125296,3,60,0.7140000000000001,0.888,1.3406215216827977,2.872165282762385,1.1405040810350329
203,3.209808499507224,11,60,0.784,0.6709999999999999,1.4259541173836423,2.9464111905257706,1.062151804100722
286,3.210247901516029,3,60,0.63,0.976,0.2446226573785697,4.221488024082107,1.1602716729976237
143,3.2110263664836967,23,53,0.87,0.684,1.4463713930047004,3.6338306672634464,0.9488032518420368
152,3.2111701957601766,8,62,0.883,0.6579999999999999,1.5093922918479268,1.3271237252914896,1.1280341830570249
280,3.211245201089595,11,59,0.865,0.679,1.700060285463914,2.103016292305661,1.136413365835324
290,3.2113678423094507,5,59,0.6509999999999999,0.9009999999999999,0.5792236706235321,3.2125455902270956,1.0472247221041469
150,3.2123104385972363,14,58,0.871,0.522,0.9959444047910421,2.556106752391225,1.0145367160439491
233,3.212367448554581,10,44,0.7190000000000001,0.684,0.8791964959502956,3.1294989935055506,0.8129805289208889
412,3.2124975590601865,9,60,0.722,0.8240000000000001,0.2764877741439167,2.6595216065466767,3.922071401961148
154,3.213187484581087,13,56,0.858,0.675,2.306558863030061,0.6312937057981713,1.002534006955102
274,3.21451752602337,10,60,0.8859999999999999,0.573,2.2629526034670486,1.4783652235590576,1.2736941499169916
278,3.214599731648538,15,63,0.899,0.547,1.3974846181603793,2.7262359202868254,1.1440670469310137
361,3.21471883981535,7,48,0.6629999999999999,0.9420000000000001,0.9548058133529158,3.9943700903917128,0.8668105660472065
473,3.21477545794503,3,51,0.805,0.88,1.3606993676917851,7.280494958880428,1.029182611964643
355,3.2155274590149983,28,41,0.7559999999999999,0.977,0.3844333141496773,4.913280724102902,0.7087272889912128
466,3.2155707600794363,14,64,0.815,0.938,0.7613090321912974,2.9150040642667476,1.1109228229615835
284,3.2157412248824917,7,63,0.7070000000000001,0.8,0.1280316303117262,3.7072118236901512,1.1597160350065678
180,3.2160914035990404,26,53,0.836,0.52,0.9894186666600759,0.3489947273724132,0.9195442190393806
163,3.217801610012786,5,64,0.5539999999999999,0.462,0.8779274736205769,0.4803631488782841,1.1380537617951632
276,3.2178133423721578,13,62,0.8290000000000001,0.6509999999999999,0.8453161613867493,1.3005348627360962,1.1405693818815053
146,3.21801652721721,20,55,0.8240000000000001,0.622,0.4397159586798465,2.8206600371802746,0.9599797148257494
239,3.2192638330854857,22,60,0.768,0.711,0.4519264276484978,0.7989302015472644,0.9947252939455212
126,3.219550262378112,16,47,0.89,0.914,1.5497039520367657,6.157048169429943,0.9143400280736388
415,3.2196328941852514,3,64,0.745,0.9790000000000001,0.9849830350080993,1.9629573796998794,1.3033968009985983
153,3.219759601752239,10,62,0.8390000000000001,0.7390000000000001,1.1746136645346836,2.2868175314815176,1.0752833378501236
365,3.22152621965356,3,47,0.711,0.7809999999999999,0.3735628420548125,2.521880126151199,0.91572476294823
483,3.221832696673858,4,46,0.871,0.718,0.1223510133340437,2.20499771264254,0.9498237031511962
451,3.22191785155753,12,57,0.765,0.914,1.8352155584621441,2.2712410958807507,1.0877092140726743
48,3.222168718365283,4,59,0.636,0.8340000000000001,1.047146511006962,2.8269930136794867,1.1017780411057174
208,3.222195225719118,3,62,0.867,0.588,1.63469779571618,3.2393242883963875,1.2080785341095182
155,3.2223841060855443,9,47,0.882,0.551,0.8428802117516485,1.8828982211746417,0.872136641992256
493,3.2225428078473985,8,48,0.767,0.85,0.9223575831166952,3.242080441630604,0.9205218248534948
212,3.22264064406587,14,52,0.851,0.612,0.3062626164779313,1.1880036890792642,0.9526937021873892
273,3.2228032098373323,10,64,0.866,0.528,1.9174808145564284,2.623616175105236,1.2972417490091177
82,3.2228991366887905,18,57,0.816,0.102,1.2767926503852591,1.2456830204084155,1.1547072429675609
166,3.2234430536968697,19,63,0.825,0.5529999999999999,1.8044405288009615,0.21912496233099787,1.1123687878716737
296,3.2236353793572126,1,64,0.773,0.89,1.4089797773589046,4.808827561170781,1.2582421291153878
459,3.224928926697762,10,58,0.758,0.924,1.6219920519436652,1.214936174442526,1.1520954319275916
219,3.2252757572753983,5,59,0.899,0.745,2.9422016942356017,0.5229341948692557,1.106722193071619
424,3.2268033004655643,2,58,0.7509999999999999,1.0,1.9185931907037337,2.8497436032776027,1.5985596089158207
184,3.227353761589029,16,60,0.79,0.675,0.5231545605321098,0.9916858005067224,1.0341437289025637
256,3.2275030476526605,16,56,0.8109999999999999,0.75,0.29743687692651183,1.7764294016072464,0.9634628449566662
168,3.2278407799077686,15,58,0.763,0.593,1.0788969011617062,1.5612745240647952,1.0260584848001602
157,3.2278667777852434,15,61,0.733,0.706,1.291198897413968,1.219150882201588,1.0416784828994423
447,3.2279175167408813,3,51,0.74,0.899,1.283614756366254,2.975015548091721,1.0679954190272838
262,3.2281816655969835,13,54,0.777,0.628,1.53347795249065,1.3118027130188472,0.9399854729417711
474,3.228454866339116,1,63,0.727,0.9420000000000001,0.3414042124127885,2.443836775499857,1.2555431749206036
264,3.2284572865227843,25,61,0.898,0.46299999999999997,0.6724969023557507,1.947567091840548,1.0545193110592663
484,3.228857216463222,5,48,0.825,0.7709999999999999,0.5490691853703323,3.011520464284109,0.966768661979586
71,3.2292697925043354,11,58,0.747,0.33,1.9305784408603317,0.8846195997194952,1.0609915261156857
269,3.229780884950128,16,51,0.743,0.489,0.11399157041473952,0.5989034275096606,0.9135825328994542
295,3.2298475449141804,4,55,0.585,0.8420000000000001,0.8093539566332212,5.58936417105584,0.9830527799203992
230,3.230332348070728,8,46,0.868,0.574,1.9975413834864408,3.4270878220428083,0.8941602450795472
35,3.2307837297128903,9,43,0.773,0.267,0.9741457430088004,3.281422386467429,0.8312851500231773
427,3.231142231953966,10,62,0.6920000000000001,0.863,0.10499416261987823,2.1236247278240192,1.0145961961243302
429,3.231641880630415,8,50,0.836,0.782,0.8932470371637276,3.628229509773951,0.9654779760167004
328,3.2318732805942574,5,51,0.589,0.9359999999999999,0.10859126516046992,3.580236594074918,0.9294680529274046
435,3.2319467887986675,11,57,0.636,0.8740000000000001,0.9458011595138582,1.9480766058284888,0.968773300992325
164,3.2323278406621623,17,53,0.792,0.519,0.11434428496193814,0.8217709949526586,0.9327298970893024
436,3.2325370223988013,9,47,0.816,0.769,0.11157838763823967,1.356382163483884,0.8640896340366453
102,3.232622609097208,20,49,0.605,0.867,0.12503571789295032,3.054201410741544,0.8549771909601986
450,3.233049026081937,9,47,0.662,0.8859999999999999,0.28153482743318753,4.262026240714578,0.9515804550610484
260,3.2331348229047547,23,52,0.87,0.593,1.2960552230275448,0.3325290562726595,0.9110315300058572
265,3.2337387611179502,14,53,0.726,0.514,1.6772275185477523,1.0608270316035708,0.9308694968931376
